,Kmax,likelihood_Kmax,Ku,likelihood_Ku,Vhalf,likelihood_Vhalf
0,100000000.0,2.9448524329570946e-07,1.79e-05,2.365715245623818e-07,-1.147,1.483539778748322e-07
1,140652724.21052334,0.002024373058272972,2.08502338418284e-05,0.0009965621108105785,-1.0,4.865864331676306e-07
2,330003479.1125275,0.004652605128542112,3.403130592111961e-05,0.005266285995404151,-0.75,5.551226471656139e-07
3,774263682.6811278,0.005695212629086252,5.554516997183338e-05,0.01165387877213496,-0.5,7.445018682452812e-07
4,1816599788.3753285,0.006127099419050999,9.065963893219754e-05,0.020780668808830262,-0.25,7.886440607514072e-07
5,4262158829.015325,0.006309070171616283,0.0001479727244598283,0.03285277991283398,-10.958333333333314,5.4517944802728805e-06
6,10000000000.0,0.006385790719640949,0.0002415179173660704,0.04697314614034496,-20.916666666666657,0.006381923047594899
7,59948425.03189409,0.005183668892450127,0.00039420038133230193,0.06254601143797552,-30.875,3.0521851311887746e-05
8,25550970.903525017,0.021028294155632832,0.0006434054348315729,0.08266926301872944,-40.833333333333314,6.967760824161654e-05
9,10890229.622637283,0.04180848118695901,0.001050152595417805,0.11116274672944122,-50.79166666666666,0.00010301437048464401
10,4641588.833612773,0.06910773595256793,0.0017140366151110321,0.14866350280693186,-60.75,0.00011873284990468938
11,1978318.8827841622,0.10693256333422535,0.002797613918929973,0.19176317234839516,-70.70833333333331,0.00013047713418317585
12,843190.9292866251,0.15502154300986892,0.0045662056285091235,0.24809439458010074,-80.66666666666666,0.00014871664209024953
13,359381.36638046254,0.20607971607408018,0.007452863206300876,0.24829235273908376,-90.625,0.00016481013311132303
14,153174.04637020797,0.2522770807846025,0.012164403991146804,0.24842324619121656,-100.58333333333331,0.006384129131961065
15,65285.21141127848,0.2844249321018556,0.019854480132511714,0.24850985893896643,-110.54166666666666,0.00017320035503711078
16,27825.59402207126,0.3046587979484072,0.032406058004913314,0.24856632148833047,-120.5,0.00017358228535457523
17,11859.710123376683,0.3278963155670784,0.052892475069048976,0.24860265644158755,-130.45833333333331,0.00017372939415987807
18,5054.796821191236,0.36180366798480507,0.08632996702362894,0.24862573525070064,-140.41666666666666,0.00017378935072225353
19,2154.4346900318824,0.4070658567045782,0.1409059265343785,0.2071666020254322,-150.375,0.00017369504884019095
20,918.2542835656282,0.4564644565182733,0.2299836408726694,0.20129576009853212,-160.33333333333331,0.00017362766218645558
21,391.3745601980384,0.5017652492577829,0.37537438183016497,0.197797184524992,-170.29166666666666,0.00017375265925835082
22,166.81005372000593,0.5335163879192534,0.6126780409237506,0.1956973257889181,-180.25,0.00017363620606381615
23,71.09709432312431,0.5527447936711885,1.0,0.1944275315280607,-190.20833333333331,0.00017375904917679453
24,30.30271082866396,0.574469307926937,1.2774480423013536e-05,0.0016285128177557292,-200.16666666666666,0.00017379758078229303
25,12.91549665014884,0.6062356366229128,7.826643639390738e-06,0.0034456176101339817,-210.125,0.00017371493544677012
26,5.50478980785497,0.6480910156977167,4.79521269199025e-06,0.004588117466361799,-220.08333333333334,0.00017377565765279413
27,2.346228848142263,0.6910024501823713,2.9379215179412907e-06,0.005299278394067213,-230.04166666666666,0.00017377575521617652
28,1.0,0.7239413998944274,1.8000000000000016e-06,0.005740330334385553,-240.0,0.00017359558796466306
